Taxon	Taxon Level	Function	Type	Likelihood	Notes	Citation/Source
Huea	7	Symbiont	Lichen	Highly_Probable	NA	Outline of Ascomycota (http://www.fieldmuseum.org/myconet)
Huilia	7	Symbiont	Lichen	Highly_Probable	Syn. Porpidia	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Hydropunctaria	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Hydrothyria	7	Symbiont	Lichen	Highly_Probable	Syn. Peltigera	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Hymenelia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Hyperphyscia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Hypocenomyce	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Hypogymnia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Hypotrachyna	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Icmadophila	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Immersaria	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Imshaugia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Ingaderia	7	Symbiont	Lichen	Highly_Probable	NA	Outline of Ascomycota (http://www.fieldmuseum.org/myconet)
Ingvariella	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Involucropyrenium	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Ionaspis	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Jamesiella	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Japewia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Japewiella	7	Symbiont	Lichen	Highly_Probable	NA	Printzen C. 1999. The Bryologist 102: 714-719
Jarixa	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Jarxia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Julella	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Kaernefeltia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Kephartia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Kiliasia	7	Symbiont	Lichen	Highly_Probable	Syn. Toninia	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Koerberia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Koerberiella	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Kohlmeyera	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Labyrintha	7	Symbiont	Lichen	Highly_Probable	NA	Outline of Ascomycota (http://www.fieldmuseum.org/myconet)
Lahmia	7	Symbiont	Lichen	Highly_Probable	Syn. Arthrorhaphis	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lasallia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lathagrium	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Laurera	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecanactis	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecania	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecanidium	7	Symbiont	Lichen	Highly_Probable	NA	"Nash III TH, III, Ryan BD, Gries C, Bungartz F. 2001. Lichen flora of the greater Sonoran Desert region, Vol. 1. Lichens Unlimited, Tempe, Arizona"
Lecanographa	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecanora	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecanoropsis	7	Symbiont	Lichen	Highly_Probable	Syn. Lecanora	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecidea	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecidella	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lecidoma	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leciographa	7	Symbiont	Lichen	Highly_Probable	Syn. Opegrapha some lichenicolous	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leciophysma	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leifidium	7	Symbiont	Lichen	Highly_Probable	NA	"Kirk PM, Cannon PF, Minter DW, Stalpers JA. 2008. Dictionary of the Fungi (10th ed.) Wallingford, CABI"
Leightoniomyces	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leimonis	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leioderma	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leiorreuma	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lemmopsis	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lempholemma	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lepidoma	7	Symbiont	Lichen	Highly_Probable	Syn. Lecidoma	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lepraria	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leprocaulon	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leprocollema	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leproloma	7	Symbiont	Lichen	Highly_Probable	Syn. Lepraria	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leproplaca	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leptochidium	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leptogidium	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leptogium	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leptorhaphis	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leptosphaerulina	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leptotrema	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Letharia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lethariicola	7	Symbiont	Lichen	Highly_Probable	Syn. Sphaeropezia	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Letrouitia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leucocarpia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Leucodecton	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lichenomphalia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lichenothelia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lichenothrix	7	Symbiont	Lichen	Highly_Probable	Syn. Pyrenothrix	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lichina	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lichinella	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lichinodium	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lignoscripta	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lithographa	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lithothelium	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Llimonaea	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lobaria	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lobariella	7	Symbiont	Lichen	Highly_Probable	NA	"Nash III TH, III, Ryan BD, Gries C, Bungartz F. 2001. Lichen flora of the greater Sonoran Desert region, Vol. 1. Lichens Unlimited, Tempe, Arizona"
Lobothallia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lopadiopsis	7	Symbiont	Lichen	Highly_Probable	Syn. Asterothyrium	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lopadium	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Lopezaria	7	Symbiont	Lichen	Highly_Probable	Syn. Megalaria	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Loxospora	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Loxosporopsis	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Macentina	7	Symbiont	Lichen	Highly_Probable	Syn. Psoroglaena	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Malcolmiella	7	Symbiont	Lichen	Highly_Probable	Syn. Malmidea	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Malmidea	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Marchandiobasidium	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Maronea	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Masonhalea	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Massalongia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mastodia	7	Symbiont	Lichen	Highly_Probable	Syn. Kohlmeyera	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mazosia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Medusulina	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Megalaria	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Megalospora	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Megaspora	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melampylidium	7	Symbiont	Lichen	Highly_Probable	NA	"Nash III TH, III, Ryan BD, Diederich P, Gries C, Bungartz F. 2004. Lichen flora of the greater Sonoran Desert region, Vol. 2. Lichens Unlimited, Tempe, Arizona"
Melanaria	7	Symbiont	Lichen	Highly_Probable	Syn. Pertusaria	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melanelia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melanelixia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melanohalea	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melanolecia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melanomma	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melanophloea	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melanotheca	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melanotopelia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melanotrema	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Melaspilea	7	Symbiont	Lichen	Possible	Lichenized and non-licenized taxa	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Menegazzia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Metamelaena	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Micarea	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Micareopis	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Microglaena	7	Symbiont	Lichen	Highly_Probable	Syn.Protothelenella and Thelenella	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Microlychnus	7	Symbiont	Lichen	Highly_Probable	Syn. Gyalideopsis	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Microphiale	7	Symbiont	Lichen	Highly_Probable	Syn. Coenogonium	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Microthelia	7	Symbiont	Lichen	Highly_Probable	"Syn. Granulopyrenis, Kirschsteiniothelia, Lichenothelia,Melanomma, and Mycomicrothelia"	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Miltidea	7	Symbiont	Lichen	Highly_Probable	NA	Stirton J. 1897. Transactions of the New Zealand Institute. 30: 382-393
Miriquidica	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mobergia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Moelleropsis	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Monoblastia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Monoblastiopsis	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Montanelia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mosigia	7	Symbiont	Lichen	Highly_Probable	Syn. Rimularia	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Muhria	7	Symbiont	Lichen	Highly_Probable	NA	"Jorgensen PM, Jahns HM. 1987. Notes from the Royal Botanical Garden Edinburgh. 44: 581-599"
Multiclavula	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mycobilimbia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mycoblastus	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mycocalicium	7	Symbiont	Lichen	Possible	Lichenized and non-licenized taxa	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mycoglaena	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mycomicrothelia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mycoporellum	7	Symbiont	Lichen	Highly_Probable	Syn. Mycoporum	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Mycoporum	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Myelochroa	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Myochroidea	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Myrionora	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Myriospora	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Myriotrema	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Myxobilimbia	7	Symbiont	Lichen	Highly_Probable	Syn. Bilimbia	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Myxophora	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Myxotrichum	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Nadvornikia	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Naetrocymbe	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Neocatapyrenium	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Neofuscelia	7	Symbiont	Lichen	Highly_Probable	Syn. Xanthoparmelia	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Nephroma	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Nephromopsis	7	Symbiont	Lichen	Highly_Probable	NA	Outline of Ascomycota (http://www.fieldmuseum.org/myconet)
Neuropogon	7	Symbiont	Lichen	Highly_Probable	Syn. Usnea	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Niebla	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Nimisia	7	Symbiont	Lichen	Highly_Probable	NA	"Karnefelt L, Thell A. 1993. The Lichenologist 25: 369-377"
Nodobryoria	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Normandina	7	Symbiont	Lichen	Highly_Probable	NA	Esslinger TL. 2014. North Dakota State University: http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm
Notocladonia	7	Symbiont	Lichen	Highly_Probable	NA	Outline of Ascomycota (http://www.fieldmuseum.org/myconet)
Notolecidea	7	Symbiont	Lichen	Highly_Probable	NA	Hertel H. 1984. Beihefte zur Nova Hedwigia 79: 399-499
